c5_id,input,prediction_strings,results
19890924035929A,"{'doc_key': 'faa/1431_19890924035929A', 'sentences': {0: ['first', 'solo', 'in', 'tail', 'wheel', 'aircraft', '.'], 1: ['pushed', 'trim', 'knob', 'instead', 'of', 'power', 'on', 'final', 'too', 'low', 'put', 'it', 'into', 'trees', 'off', 'runway', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (1, 10), 18: (1, 11), 19: (1, 12), 20: (1, 13), 21: (1, 14), 22: (1, 15), 23: (1, 16)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19890924035929A,"{'doc_key': 'faa/1431_19890924035929A', 'sentences': {0: ['first', 'solo', 'in', 'tail', 'wheel', 'aircraft', '.'], 1: ['pushed', 'trim', 'knob', 'instead', 'of', 'power', 'on', 'final', 'too', 'low', 'put', 'it', 'into', 'trees', 'off', 'runway', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (1, 10), 18: (1, 11), 19: (1, 12), 20: (1, 13), 21: (1, 14), 22: (1, 15), 23: (1, 16)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",it ## into trees off -> tail wheel aircraft ## . | _ ;;
19890831033149A,"{'doc_key': 'faa/1432_19890831033149A', 'sentences': {0: ['no', 'fuel', 'at', 'repair', 'airport', '.'], 1: ['gauges', 'showed', 'right', 'tank', 'empty', 'left', '20', 'gallons', '.'], 2: ['departed', '.'], 3: ['engine', 'quit', '.'], 4: ['ditched', 'off', 'shore']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14], 2: [15, 16], 3: [17, 18, 19], 4: [20, 21, 22]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (2, 0), 16: (2, 1), 17: (3, 0), 18: (3, 1), 19: (3, 2), 20: (4, 0), 21: (4, 1), 22: (4, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19890831033149A,"{'doc_key': 'faa/1432_19890831033149A', 'sentences': {0: ['no', 'fuel', 'at', 'repair', 'airport', '.'], 1: ['gauges', 'showed', 'right', 'tank', 'empty', 'left', '20', 'gallons', '.'], 2: ['departed', '.'], 3: ['engine', 'quit', '.'], 4: ['ditched', 'off', 'shore']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14], 2: [15, 16], 3: [17, 18, 19], 4: [20, 21, 22]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (2, 0), 16: (2, 1), 17: (3, 0), 18: (3, 1), 19: (3, 2), 20: (4, 0), 21: (4, 1), 22: (4, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19890831033149A,"{'doc_key': 'faa/1432_19890831033149A', 'sentences': {0: ['no', 'fuel', 'at', 'repair', 'airport', '.'], 1: ['gauges', 'showed', 'right', 'tank', 'empty', 'left', '20', 'gallons', '.'], 2: ['departed', '.'], 3: ['engine', 'quit', '.'], 4: ['ditched', 'off', 'shore']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14], 2: [15, 16], 3: [17, 18, 19], 4: [20, 21, 22]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (2, 0), 16: (2, 1), 17: (3, 0), 18: (3, 1), 19: (3, 2), 20: (4, 0), 21: (4, 1), 22: (4, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19890831033149A,"{'doc_key': 'faa/1432_19890831033149A', 'sentences': {0: ['no', 'fuel', 'at', 'repair', 'airport', '.'], 1: ['gauges', 'showed', 'right', 'tank', 'empty', 'left', '20', 'gallons', '.'], 2: ['departed', '.'], 3: ['engine', 'quit', '.'], 4: ['ditched', 'off', 'shore']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14], 2: [15, 16], 3: [17, 18, 19], 4: [20, 21, 22]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (2, 0), 16: (2, 1), 17: (3, 0), 18: (3, 1), 19: (3, 2), 20: (4, 0), 21: (4, 1), 22: (4, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]'}",None [+ E]
19890831033149A,"{'doc_key': 'faa/1432_19890831033149A', 'sentences': {0: ['no', 'fuel', 'at', 'repair', 'airport', '.'], 1: ['gauges', 'showed', 'right', 'tank', 'empty', 'left', '20', 'gallons', '.'], 2: ['departed', '.'], 3: ['engine', 'quit', '.'], 4: ['ditched', 'off', 'shore']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14], 2: [15, 16], 3: [17, 18, 19], 4: [20, 21, 22]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (2, 0), 16: (2, 1), 17: (3, 0), 18: (3, 1), 19: (3, 2), 20: (4, 0), 21: (4, 1), 22: (4, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]'}",None [+ E]
19891005038889A,"{'doc_key': 'faa/1433_19891005038889A', 'sentences': {0: ['report', 'engine', 'quit', '.'], 1: ['was', 'returnig', '.'], 2: ['stalled', 'short', 'final', '.'], 3: ['burned', 'on', 'impact', '.'], 4: ['foam', 'plug', 'on', 'carb', 'air', 'duct', 'not', 'removed', '.']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13, 14], 4: [15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (2, 0), 8: (2, 1), 9: (2, 2), 10: (2, 3), 11: (3, 0), 12: (3, 1), 13: (3, 2), 14: (3, 3), 15: (4, 0), 16: (4, 1), 17: (4, 2), 18: (4, 3), 19: (4, 4), 20: (4, 5), 21: (4, 6), 22: (4, 7), 23: (4, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891005038889A,"{'doc_key': 'faa/1433_19891005038889A', 'sentences': {0: ['report', 'engine', 'quit', '.'], 1: ['was', 'returnig', '.'], 2: ['stalled', 'short', 'final', '.'], 3: ['burned', 'on', 'impact', '.'], 4: ['foam', 'plug', 'on', 'carb', 'air', 'duct', 'not', 'removed', '.']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13, 14], 4: [15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (2, 0), 8: (2, 1), 9: (2, 2), 10: (2, 3), 11: (3, 0), 12: (3, 1), 13: (3, 2), 14: (3, 3), 15: (4, 0), 16: (4, 1), 17: (4, 2), 18: (4, 3), 19: (4, 4), 20: (4, 5), 21: (4, 6), 22: (4, 7), 23: (4, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19891005038889A,"{'doc_key': 'faa/1433_19891005038889A', 'sentences': {0: ['report', 'engine', 'quit', '.'], 1: ['was', 'returnig', '.'], 2: ['stalled', 'short', 'final', '.'], 3: ['burned', 'on', 'impact', '.'], 4: ['foam', 'plug', 'on', 'carb', 'air', 'duct', 'not', 'removed', '.']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13, 14], 4: [15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (2, 0), 8: (2, 1), 9: (2, 2), 10: (2, 3), 11: (3, 0), 12: (3, 1), 13: (3, 2), 14: (3, 3), 15: (4, 0), 16: (4, 1), 17: (4, 2), 18: (4, 3), 19: (4, 4), 20: (4, 5), 21: (4, 6), 22: (4, 7), 23: (4, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19891005038889A,"{'doc_key': 'faa/1433_19891005038889A', 'sentences': {0: ['report', 'engine', 'quit', '.'], 1: ['was', 'returnig', '.'], 2: ['stalled', 'short', 'final', '.'], 3: ['burned', 'on', 'impact', '.'], 4: ['foam', 'plug', 'on', 'carb', 'air', 'duct', 'not', 'removed', '.']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13, 14], 4: [15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (2, 0), 8: (2, 1), 9: (2, 2), 10: (2, 3), 11: (3, 0), 12: (3, 1), 13: (3, 2), 14: (3, 3), 15: (4, 0), 16: (4, 1), 17: (4, 2), 18: (4, 3), 19: (4, 4), 20: (4, 5), 21: (4, 6), 22: (4, 7), 23: (4, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]'}",None [+ E]
19891005038889A,"{'doc_key': 'faa/1433_19891005038889A', 'sentences': {0: ['report', 'engine', 'quit', '.'], 1: ['was', 'returnig', '.'], 2: ['stalled', 'short', 'final', '.'], 3: ['burned', 'on', 'impact', '.'], 4: ['foam', 'plug', 'on', 'carb', 'air', 'duct', 'not', 'removed', '.']}, 'token_maps': {0: [0, 1, 2, 3], 1: [4, 5, 6], 2: [7, 8, 9, 10], 3: [11, 12, 13, 14], 4: [15, 16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (1, 0), 5: (1, 1), 6: (1, 2), 7: (2, 0), 8: (2, 1), 9: (2, 2), 10: (2, 3), 11: (3, 0), 12: (3, 1), 13: (3, 2), 14: (3, 3), 15: (4, 0), 16: (4, 1), 17: (4, 2), 18: (4, 3), 19: (4, 4), 20: (4, 5), 21: (4, 6), 22: (4, 7), 23: (4, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]', 4: 'None [+ E]'}",None [+ E]
19891109060409I,"{'doc_key': 'faa/1434_19891109060409I', 'sentences': {0: ['baggage', 'cart', 'disengaged', 'from', 'tow', 'hitch', 'and', 'rolled', 'into', 'parked', 'aircraft', '.'], 1: ['damaged', 'empannage', '.'], 2: ['defect', 'service', 'equipment']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 1: [12, 13, 14], 2: [15, 16, 17]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (1, 0), 13: (1, 1), 14: (1, 2), 15: (2, 0), 16: (2, 1), 17: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891109060409I,"{'doc_key': 'faa/1434_19891109060409I', 'sentences': {0: ['baggage', 'cart', 'disengaged', 'from', 'tow', 'hitch', 'and', 'rolled', 'into', 'parked', 'aircraft', '.'], 1: ['damaged', 'empannage', '.'], 2: ['defect', 'service', 'equipment']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 1: [12, 13, 14], 2: [15, 16, 17]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (1, 0), 13: (1, 1), 14: (1, 2), 15: (2, 0), 16: (2, 1), 17: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19891109060409I,"{'doc_key': 'faa/1434_19891109060409I', 'sentences': {0: ['baggage', 'cart', 'disengaged', 'from', 'tow', 'hitch', 'and', 'rolled', 'into', 'parked', 'aircraft', '.'], 1: ['damaged', 'empannage', '.'], 2: ['defect', 'service', 'equipment']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 1: [12, 13, 14], 2: [15, 16, 17]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (1, 0), 13: (1, 1), 14: (1, 2), 15: (2, 0), 16: (2, 1), 17: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19891105044249A,"{'doc_key': 'faa/1435_19891105044249A', 'sentences': {0: ['landed', '.'], 1: ['dropped', 'passenger', '.'], 2: ['rose', 'to', 'land', 'on', 'far', 'side', 'of', 'wires', '.'], 3: ['burners', 'failed', '.'], 4: ['hit', 'wires', '.'], 5: ['actuator', 'wire', 'was', 'broken', '.']}, 'token_maps': {0: [0, 1], 1: [2, 3, 4], 2: [5, 6, 7, 8, 9, 10, 11, 12, 13], 3: [14, 15, 16], 4: [17, 18, 19], 5: [20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (1, 0), 3: (1, 1), 4: (1, 2), 5: (2, 0), 6: (2, 1), 7: (2, 2), 8: (2, 3), 9: (2, 4), 10: (2, 5), 11: (2, 6), 12: (2, 7), 13: (2, 8), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (4, 0), 18: (4, 1), 19: (4, 2), 20: (5, 0), 21: (5, 1), 22: (5, 2), 23: (5, 3), 24: (5, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19891105044249A,"{'doc_key': 'faa/1435_19891105044249A', 'sentences': {0: ['landed', '.'], 1: ['dropped', 'passenger', '.'], 2: ['rose', 'to', 'land', 'on', 'far', 'side', 'of', 'wires', '.'], 3: ['burners', 'failed', '.'], 4: ['hit', 'wires', '.'], 5: ['actuator', 'wire', 'was', 'broken', '.']}, 'token_maps': {0: [0, 1], 1: [2, 3, 4], 2: [5, 6, 7, 8, 9, 10, 11, 12, 13], 3: [14, 15, 16], 4: [17, 18, 19], 5: [20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (1, 0), 3: (1, 1), 4: (1, 2), 5: (2, 0), 6: (2, 1), 7: (2, 2), 8: (2, 3), 9: (2, 4), 10: (2, 5), 11: (2, 6), 12: (2, 7), 13: (2, 8), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (4, 0), 18: (4, 1), 19: (4, 2), 20: (5, 0), 21: (5, 1), 22: (5, 2), 23: (5, 3), 24: (5, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
